participantID,pNew,pOld,boxesFlipped,absColorDiff,blueFlipped,yellowFlipped,accuracy,discriminationError,boardDifficulty,trialRT,masterTrialID,conditionTrialID,condition,colorSequence,gender,age,education
76,0.979297348,0.9453125,15,5,10,5,1,0,9,41487.1,13,3,high,"[2,1,1,2,2,2,1,1,1,2,2,2,2,2,2]",2,25,7
76,0.998196258,0.989257813,15,7,4,11,1,0,8,42071.6,16,4,high,"[1,1,1,1,1,1,2,1,2,1,2,1,1,2,1]",2,25,7
76,0.997583793,0.980712891,13,7,10,3,1,0,3,36998.8,18,5,high,"[2,2,2,2,1,1,2,2,1,2,2,2,2]",2,25,7
76,0.99989366,0.996826172,13,9,2,11,1,0,6,37032.6,20,6,high,"[1,1,1,2,1,2,1,1,1,1,1,1,1]",2,25,7
76,1,1,19,7,6,13,1,0,4,55793.3,21,7,high,"[2,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,2]",2,25,7
63,0.655916005,0.623046875,15,1,7,8,1,0,8,51835.9,4,1,high,"[1,2,2,1,2,1,2,1,1,1,2,1,1,2,2]",2,26,4
63,0.984897025,0.96484375,17,5,11,6,1,0,7,56815.2,6,2,high,"[1,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2]",2,26,4
63,0.998196258,0.989257813,15,7,4,11,1,0,4,45477.1,9,3,high,"[2,2,1,2,1,1,2,1,1,1,1,1,1,1,1]",2,26,4
63,0.999176201,0.99609375,17,7,5,12,1,0,6,63391.9,11,4,high,"[1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1]",2,26,4
63,1,1,20,12,16,4,1,0,3,64576.6,14,5,high,"[2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2]",2,26,4
63,1,1,18,8,13,5,1,0,9,63109.2,20,6,high,"[2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2]",2,26,4
63,1,1,18,8,5,13,1,0,101,65141.4,21,7,high,"[1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,2]",2,26,4
51,0.991534142,0.953857422,12,6,3,9,1,0,8,51702.5,2,1,high,"[1,2,1,1,1,2,1,1,1,1,2,1]",2,22,7
51,0.944649347,0.849121094,10,4,3,7,1,0,101,30861.3,7,2,high,"[2,1,1,1,1,2,1,2,1,1]",2,22,7
51,0.944649347,0.849121094,10,4,3,7,1,0,6,31640.5,8,3,high,"[1,1,1,2,1,1,2,2,1,1]",2,22,7
51,0.992290349,0.967285156,14,6,10,4,1,0,9,52393.5,10,4,high,"[2,2,2,2,2,1,1,2,1,2,2,2,1,2]",2,22,7
51,1,1,19,7,6,13,1,0,4,61833.8,13,5,high,"[2,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1]",2,22,7
51,0.991534142,0.953857422,12,6,9,3,1,0,7,39926.2,18,6,high,"[2,2,2,2,2,2,1,1,2,2,1,2]",2,22,7
51,0.998196258,0.989257813,15,7,11,4,1,0,3,51974.2,20,7,high,"[2,2,2,2,1,1,2,1,2,2,2,2,1,2,2]",2,22,7
52,0.984897025,0.881057739,7,5,1,6,1,0,6,26700,6,1,high,"[1,1,1,1,1,1,2]",1,23,4
52,0.881128012,0.788024902,11,3,4,7,1,0,101,42116.6,13,2,high,"[2,1,1,2,2,2,1,1,1,1,1]",1,23,4
52,0.984897025,0.881057739,7,5,6,1,1,0,7,21709,14,3,high,"[2,1,2,2,2,2,2]",1,23,4
52,0.951578947,0.833847046,8,4,6,2,1,0,3,29936.4,16,4,high,"[1,1,2,2,2,2,2,2]",1,23,4
52,0.899221968,0.759658813,7,3,2,5,1,0,8,21660,18,5,high,"[1,2,1,1,2,1,1]",1,23,4
52,0.963478261,0.820358276,6,4,5,1,1,0,9,17582.9,19,6,high,"[2,1,2,2,2,2]",1,23,4
52,0.919875776,0.748277664,5,3,1,4,1,0,4,14304.6,20,7,high,"[1,1,2,1,1]",1,23,4
68,0.839130435,0.668188095,4,2,1,3,1,0,4,24421.4,6,1,high,"[1,2,1,1]",1,22,7
68,0.943478261,0.738266468,3,3,0,3,1,0,101,17670.3,7,2,high,"[1,1,1]",1,22,7
68,0.943478261,0.738266468,3,3,3,0,1,0,9,17612.5,9,3,high,"[2,2,2]",1,22,7
68,0.943478261,0.738266468,3,3,3,0,1,0,3,13607.5,13,4,high,"[2,2,2]",1,22,7
68,0.839130435,0.668188095,4,2,1,3,1,0,8,20220.9,16,5,high,"[2,1,1,1]",1,22,7
68,0.810869565,0.676197052,6,2,2,4,1,0,6,25714.6,20,6,high,"[1,2,1,2,1,1]",1,22,7
68,0.810869565,0.676197052,6,2,4,2,1,0,7,28384.2,21,7,high,"[2,1,2,2,1,2]",1,22,7
65,0.943478261,0.738266468,3,3,3,0,1,0,3,14148.1,1,1,high,"[2,2,2]",1,22,7
65,0.963478261,0.820358276,6,4,5,1,1,0,9,24627.4,5,2,high,"[2,2,1,2,2,2]",1,22,7
65,0.899221968,0.759658813,7,3,2,5,1,0,101,19297.8,8,3,high,"[2,1,1,2,1,1,1]",1,22,7
65,0.963478261,0.820358276,6,4,1,5,1,0,4,21873.5,9,4,high,"[1,1,1,2,1,1]",1,22,7
65,0.994416476,0.928268433,8,6,7,1,1,0,7,23374.7,16,5,high,"[2,2,2,2,2,2,1,2]",1,22,7
65,0.984897025,0.881057739,7,5,1,6,1,0,8,21416.1,19,6,high,"[2,1,1,1,1,1,1]",1,22,7
65,0.942380728,0.866577148,12,4,4,8,1,0,6,33899.9,20,7,high,"[1,1,1,2,1,2,2,2,1,1,1,1]",1,22,7
62,0.943478261,0.738266468,3,3,3,0,1,0,9,10900.3,1,1,high,"[2,2,2]",2,23,7
62,0.975776398,0.808344841,4,4,4,0,1,0,3,15135.6,9,2,high,"[2,2,2,2]",2,23,7
62,0.794508009,0.685470581,8,2,5,3,1,0,7,29929.8,10,3,high,"[2,2,1,2,1,2,1,2]",2,23,7
62,0.785846009,0.696380615,10,2,4,6,1,0,101,32954,12,4,high,"[2,1,1,2,2,1,2,1,1,1]",2,23,7
62,0.899221968,0.759658813,7,3,2,5,1,0,8,26255.3,15,5,high,"[1,2,1,1,1,2,1]",2,23,7
62,0.975776398,0.808344841,4,4,0,4,1,0,4,16169.7,18,6,high,"[1,1,1,1]",2,23,7
62,0.652451205,0.612792969,13,1,6,7,1,0,6,48841.9,21,7,high,"[1,1,2,2,1,1,1,2,2,2,2,1,1]",2,23,7
91,0.881128012,0.788024902,11,3,7,4,1,0,3,32821,4,1,high,"[1,2,1,2,2,2,2,1,2,2,1]",2,24,7
91,0.999508682,0.994140625,14,8,3,11,1,0,4,50007.9,5,2,high,"[1,1,1,1,1,2,2,1,1,1,1,1,2,1]",2,24,7
91,0.998196258,0.989257813,15,7,4,11,1,0,101,41664,8,3,high,"[2,1,1,1,1,2,1,2,1,1,1,1,2,1,1]",2,24,7
91,1,1,19,9,5,14,1,0,6,63865.4,9,4,high,"[1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1]",2,24,7
91,0.677639752,0.588098526,5,1,2,3,1,0,8,14485.8,15,5,high,"[1,2,1,2,1]",2,24,7
91,0.943478261,0.738266468,3,3,3,0,1,0,7,9417.9,20,6,high,"[2,2,2]",2,24,7
91,0.785846009,0.696380615,10,2,6,4,1,0,9,30127.4,21,7,high,"[1,1,1,2,2,2,2,1,2,2]",2,24,7
70,0.919875776,0.748277664,5,3,4,1,1,0,3,22869.5,1,1,high,"[2,2,2,1,2]",1,23,7
70,0.991534142,0.953857422,12,6,3,9,1,0,6,42924.2,6,2,high,"[2,1,1,1,1,1,1,2,2,1,1,1]",1,23,7
70,0.992290349,0.940765381,10,6,2,8,1,0,101,36823.4,7,3,high,"[1,1,1,2,1,1,1,1,2,1]",1,23,7
70,0.992290349,0.967285156,14,6,10,4,1,0,7,42896.5,11,4,high,"[2,2,2,2,1,1,2,1,1,2,2,2,2,2]",1,23,7
70,0.999176201,0.99609375,17,7,5,12,1,0,8,52971.2,14,5,high,"[1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1]",1,23,7
70,0.992290349,0.940765381,10,6,2,8,1,0,4,54215.1,18,6,high,"[2,1,1,1,1,1,2,1,1,1]",1,23,7
70,0.951578947,0.91015625,16,4,10,6,1,0,9,32425.9,19,7,high,"[1,2,1,2,2,1,2,2,1,1,2,2,2,2,1,2]",1,23,7
66,0.99989366,0.996826172,13,7,2,11,1,0,6,52446.8,1,1,high,"[1,1,1,2,1,1,1,1,1,2,1,1,1]",1,35,7
66,0.997583793,0.980712891,13,9,10,3,1,0,3,47473.3,2,2,high,"[2,1,1,2,2,2,2,2,2,2,2,1,2]",1,35,7
66,0.944649347,0.849121094,10,4,7,3,1,0,9,32500.5,4,3,high,"[2,2,1,2,1,1,2,2,2,2]",1,35,7
66,0.942380728,0.866577148,12,4,4,8,1,0,8,39640,5,4,high,"[1,2,1,1,1,2,1,1,1,2,2,1]",1,35,7
66,0.997583793,0.971313477,11,7,9,2,1,0,7,43840.4,10,5,high,"[2,1,1,2,2,2,2,2,2,2,2]",1,35,7
66,0.783123666,0.709472656,12,2,5,7,1,0,101,44590.7,15,6,high,"[2,1,1,1,1,2,2,1,1,2,1,2]",1,35,7
86,1,1,20,6,7,13,1,0,101,93061.3,1,1,high,"[1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,1,2,2,1]",2,24,7
86,0.999176201,0.99609375,17,7,5,12,1,0,6,55485.8,2,2,high,"[1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,1]",2,24,7
86,0.980434783,0.96875,20,4,8,12,1,0,8,68861,6,3,high,"[1,1,1,2,1,1,2,1,2,2,2,1,1,2,1,2,1,2,1,1]",2,24,7
86,1,1,17,9,4,13,1,0,4,54672.6,12,4,high,"[2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1]",2,24,7
86,0.997583793,0.971313477,11,7,9,2,1,0,7,35052.4,15,5,high,"[2,2,2,2,2,2,2,1,1,2,2]",2,24,7
86,0.999771167,0.998046875,16,8,12,4,1,0,9,50635.2,17,6,high,"[1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2]",2,24,7
86,0.99965002,0.975479126,8,8,8,0,1,0,3,24769.9,20,7,high,"[2,2,2,2,2,2,2,2]",2,24,7
90,0.998196258,0.989257813,15,7,11,4,1,0,3,61856.5,1,1,high,"[2,1,2,1,1,2,2,1,2,2,2,2,2,2,2]",2,23,4
90,0.999398689,0.988769531,12,8,2,10,1,0,4,46542.6,5,2,high,"[1,1,1,1,1,1,1,2,1,2,1,1]",2,23,4
90,0.886902679,0.828125,15,3,6,9,1,0,101,62144.2,7,3,high,"[2,1,1,1,2,1,2,2,1,2,1,2,1,1,1]",2,23,4
90,0.996430206,0.916465759,6,6,6,0,1,0,7,22580.2,11,4,high,"[2,2,2,2,2,2]",2,23,4
90,0.881128012,0.806152344,13,3,8,5,1,0,9,51071.1,14,5,high,"[1,2,2,2,1,1,2,1,2,2,1,2,2]",2,23,4
90,0.992290349,0.940765381,10,6,2,8,1,0,6,36811,16,6,high,"[2,1,1,1,1,2,1,1,1,1]",2,23,4
90,0.810869565,0.7734375,18,2,8,10,1,0,8,78305.8,18,7,high,"[1,2,1,2,1,1,1,2,2,1,1,1,2,2,2,2,1,1]",2,23,4
73,0.976410015,0.927001953,13,5,4,9,1,0,4,49132.5,3,1,high,"[2,1,1,1,1,2,2,1,2,1,1,1,1]",2,23,6
73,0.999398689,0.988769531,12,8,10,2,1,0,3,40710.8,5,2,high,"[2,2,2,2,1,2,2,2,2,1,2,2]",2,23,6
73,0.979297348,0.9453125,15,5,10,5,1,0,9,48369.2,11,3,high,"[2,2,1,2,1,1,2,2,2,1,2,1,2,2,2]",2,23,6
73,0.99989366,0.996826172,13,9,2,11,1,0,6,39205.7,12,4,high,"[1,1,1,2,1,1,1,1,1,1,1,1,2]",2,23,6
73,0.976410015,0.927001953,13,5,9,4,1,0,7,39409.2,15,5,high,"[2,2,2,2,2,2,1,2,2,1,1,2,1]",2,23,6
73,0.999176201,0.99609375,17,7,5,12,1,0,8,49249.7,17,6,high,"[1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1]",2,23,6
73,0.997583793,0.980712891,13,7,3,10,1,0,101,38296.2,20,7,high,"[2,1,1,1,1,1,2,1,1,2,1,1,1]",2,23,6
64,0.999176201,0.99609375,17,7,5,12,1,0,101,50777.2,5,1,high,"[2,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1]",1,24,7
64,0.999508682,0.994140625,14,8,11,3,1,0,3,39327.5,9,2,high,"[2,2,2,2,2,1,1,2,1,2,2,2,2,2]",1,24,7
64,0.999989904,0.999511719,14,10,12,2,1,0,7,39302.6,14,3,high,"[2,1,2,1,2,2,2,2,2,2,2,2,2,2]",1,24,7
64,0.999771167,0.998046875,16,8,4,12,1,0,4,45727.6,17,4,high,"[2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1]",1,24,7
64,0.979297348,0.9453125,15,5,5,10,1,0,6,43633.2,18,5,high,"[1,2,1,1,1,1,1,1,2,2,2,2,1,1,1]",1,24,7
64,0.998196258,0.989257813,15,7,4,11,1,0,8,53742.4,19,6,high,"[1,1,1,1,1,1,1,2,2,1,1,2,1,2,1]",1,24,7
64,1,1,19,7,13,6,1,0,9,55140.4,20,7,high,"[2,2,1,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2]",1,24,7
100,0.997391304,0.9921875,18,6,6,12,1,0,8,89120.2,1,1,high,"[1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2]",2,22,7
100,1,1,19,9,5,14,1,0,6,95982.9,4,2,high,"[1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2]",2,22,7
100,1,1,18,8,5,13,1,0,4,67845.5,6,3,high,"[2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1]",2,22,7
100,1,1,19,7,13,6,1,0,3,78141.6,13,4,high,"[2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,1,2]",2,22,7
100,1,1,19,7,13,6,1,0,9,61429.7,18,5,high,"[2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,2]",2,22,7
60,0.991534142,0.953857422,12,6,3,9,1,0,101,35733.9,3,1,high,"[1,1,1,2,1,2,1,2,1,1,1,1]",2,23,7
60,0.99989366,0.993530273,11,9,10,1,1,0,7,31755.5,7,2,high,"[2,2,2,2,1,2,2,2,2,2,2]",2,23,7
60,0.990310559,0.868412018,5,5,0,5,1,0,6,16559.5,12,3,high,"[1,1,1,1,1]",2,23,7
60,0.886902679,0.772750854,9,3,6,3,1,0,9,31560.6,13,4,high,"[2,1,2,2,2,2,1,2,1]",2,23,7
60,0.886902679,0.772750854,9,3,3,6,1,0,4,26125.1,15,5,high,"[1,1,2,2,1,2,1,1,1]",2,23,7
60,0.963478261,0.820358276,6,4,5,1,1,0,3,18970.8,19,6,high,"[2,2,2,2,1,2]",2,23,7
60,0.785846009,0.696380615,10,2,6,4,0,0,8,32128.1,20,7,high,"[1,1,2,2,2,1,1,2,2,2]",2,23,7
93,0.839130435,0.668188095,4,2,1,3,1,0,101,14615.1,7,1,high,"[1,1,1,2]",2,24,7
93,0.975776398,0.808344841,4,4,4,0,1,0,7,15611,8,2,high,"[2,2,2,2]",2,24,7
93,0.919875776,0.748277664,5,3,4,1,0,0,8,17592.4,12,3,high,"[2,2,2,1,2]",2,24,7
93,0.990310559,0.868412018,5,5,5,0,1,0,3,17302.8,14,4,high,"[2,2,2,2,2]",2,24,7
93,0.943478261,0.738266468,3,3,3,0,0,0,6,9776.6,15,5,high,"[2,2,2]",2,24,7
93,0.663615561,0.592735291,7,1,3,4,0,0,9,25933.1,16,6,high,"[2,1,2,1,2,1,1]",2,24,7
93,0.943478261,0.738266468,3,3,0,3,1,0,4,11708.6,18,7,high,"[1,1,1]",2,24,7
92,0.875652174,0.661180258,2,2,2,0,1,0,7,12395.4,2,1,high,"[2,2]",1,22,4
92,0.875652174,0.661180258,2,2,0,2,0,0,9,9318.6,5,2,high,"[1,1]",1,22,4
92,0.875652174,0.661180258,2,2,0,2,1,0,8,7899.3,6,3,high,"[1,1]",1,22,4
92,0.943478261,0.738266468,3,3,0,3,1,0,6,11956.8,9,4,high,"[1,1,1]",1,22,4
92,0.875652174,0.661180258,2,2,0,2,1,0,4,9149.9,13,5,high,"[1,1]",1,22,4
92,0.839130435,0.668188095,4,2,1,3,1,0,101,13179.1,18,6,high,"[1,1,2,1]",1,22,4
92,0.943478261,0.738266468,3,3,3,0,1,0,3,11790.8,21,7,high,"[2,2,2]",1,22,4
80,0.886902679,0.772750854,9,3,3,6,0,0,9,31709.8,2,1,high,"[1,1,2,2,1,2,1,1,1]",2,22,7
80,0.839130435,0.668188095,4,2,1,3,1,0,4,13943,3,2,high,"[1,1,2,1]",2,22,7
80,0.919875776,0.748277664,5,3,4,1,1,0,3,16289.5,11,3,high,"[2,2,1,2,2]",2,22,7
80,0.839130435,0.668188095,4,2,1,3,1,0,6,13648.2,12,4,high,"[1,1,1,2]",2,22,7
80,0.839130435,0.668188095,4,2,3,1,1,0,7,14060.2,14,5,high,"[1,2,2,2]",2,22,7
80,0.839130435,0.668188095,4,2,1,3,1,0,101,14756.7,16,6,high,"[1,2,1,1]",2,22,7
80,0.785846009,0.696380615,10,2,4,6,1,0,8,35723.5,21,7,high,"[1,2,2,1,1,2,1,2,1,1]",2,22,7
87,0.839130435,0.668188095,4,2,1,3,1,0,6,31058,1,1,high,"[1,1,2,1]",2,27,6
87,0.943478261,0.738266468,3,3,0,3,1,0,101,15726.8,3,2,high,"[1,1,1]",2,27,6
87,0.839130435,0.668188095,4,2,3,1,1,0,9,34342.2,5,3,high,"[2,1,2,2]",2,27,6
87,0.655916005,0.598190308,9,1,4,5,1,0,8,16775.2,6,4,high,"[2,2,1,2,1,2,1,1,1]",2,27,6
87,0.944649347,0.849121094,10,4,7,3,1,0,3,41339.2,10,5,high,"[2,1,2,2,1,2,1,2,2,2]",2,27,6
87,0.677639752,0.588098526,5,1,2,3,1,0,4,19099.3,17,6,high,"[2,1,2,1,1]",2,27,6
87,0.998196258,0.961593628,9,7,8,1,1,0,7,31150.4,20,7,high,"[2,2,2,2,2,2,1,2,2]",2,27,6
83,1,1,18,8,5,13,1,0,6,52239.4,6,1,high,"[1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1]",2,22,7
83,1,1,17,9,4,13,1,0,4,50654.9,7,2,high,"[1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1]",2,22,7
83,0.994416476,0.98046875,16,6,5,11,1,0,101,48043.5,9,3,high,"[1,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1]",2,22,7
83,1,1,19,7,6,13,1,0,8,53941.1,14,4,high,"[1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,1,2,1]",2,22,7
83,0.942380728,0.866577148,12,4,8,4,1,0,9,34067.8,16,5,high,"[1,2,2,1,2,1,2,2,2,1,2,2]",2,22,7
83,0.979297348,0.894943237,9,5,7,2,1,0,3,26931.3,19,6,high,"[1,2,2,2,2,1,2,2,2]",2,22,7
83,0.899221968,0.759658813,7,3,5,2,1,0,7,22422.4,21,7,high,"[2,2,2,1,1,2,2]",2,22,7
111,0.963478261,0.820358276,6,4,5,1,1,0,3,16831.7,3,1,high,"[2,2,1,2,2,2]",1,24,7
111,0.944649347,0.748277664,5,4,1,4,1,0,8,13184.7,4,2,high,"[1,2,1,1,1]",1,24,7
111,0.919875776,0.849121094,10,3,3,7,1,0,6,27580.8,5,3,high,"[1,1,2,2,1,2,1,1,1,1]",1,24,7
111,0.976410015,0.910217285,11,5,8,3,1,0,9,30162.7,10,4,high,"[1,1,2,2,2,1,2,2,2,2,2]",1,24,7
111,0.944649347,0.849121094,10,4,3,7,1,0,101,28764.7,15,5,high,"[1,1,2,1,1,2,2,1,1,1]",1,24,7
111,0.984897025,0.881057739,7,5,6,1,1,0,7,19295.1,17,6,high,"[2,2,2,2,1,2,2]",1,24,7
111,0.984897025,0.881057739,7,5,1,6,1,0,4,20863.2,19,7,high,"[2,1,1,1,1,1,1]",1,24,7
95,0.991534142,0.953857422,12,6,3,9,1,0,8,33685.7,4,1,high,"[1,2,1,2,1,1,1,1,1,2,1,1]",1,23,7
95,0.976410015,0.927001953,13,5,4,9,1,0,6,34748.5,10,2,high,"[1,1,2,1,1,1,1,2,1,2,2,1,1]",1,23,7
95,0.999771167,0.998046875,16,8,12,4,1,0,3,39716.2,13,3,high,"[2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2]",1,23,7
95,1,1,19,7,13,6,1,0,9,50873.9,15,4,high,"[2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2]",1,23,7
95,0.963478261,0.9375,18,4,11,7,1,0,7,43740.9,16,5,high,"[2,2,1,1,2,2,1,2,2,2,2,1,1,1,1,2,2,2]",1,23,7
95,0.997583793,0.971313477,11,7,2,9,1,0,4,27424.3,18,6,high,"[2,1,1,1,2,1,1,1,1,1,1]",1,23,7
95,0.951578947,0.91015625,16,4,6,10,1,0,101,38979.2,21,7,high,"[2,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1]",1,23,7
96,1,1,19,9,5,14,1,0,8,83063.1,3,1,high,"[1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,1]",2,25,7
96,1,1,20,6,7,13,1,0,6,79219,5,2,high,"[1,1,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,1,1]",2,25,7
96,1,1,15,11,2,13,1,0,4,54434.2,7,3,high,"[1,1,1,1,1,1,1,1,1,1,2,1,1,2,1]",2,25,7
96,0.839130435,0.668188095,4,2,3,1,1,0,9,15337.8,13,4,high,"[2,2,1,2]",2,25,7
96,0.943478261,0.738266468,3,3,3,0,1,0,7,12213.5,15,5,high,"[2,2,2]",2,25,7
96,0.5,0.5,0,0,0,0,0,1,3,3203.3,19,6,high,[],2,25,7
96,0.5,0.5,0,0,0,0,0,1,101,2552.7,20,7,high,[],2,25,7
98,0.881128012,0.788024902,11,3,4,7,1,0,101,32055.7,6,1,high,"[1,1,2,1,2,2,1,2,1,1,1]",2,24,7
98,0.963478261,0.820358276,6,4,5,1,1,0,3,17844.4,12,2,high,"[2,1,2,2,2,2]",2,24,7
98,0.919875776,0.748277664,5,3,4,1,1,0,9,14992.5,13,3,high,"[2,2,2,2,1]",2,24,7
98,0.992290349,0.940765381,10,6,8,2,1,0,7,31623.9,14,4,high,"[2,1,1,2,2,2,2,2,2,2]",2,24,7
98,0.976410015,0.927001953,13,5,4,9,1,0,8,37983.9,16,5,high,"[1,2,2,2,1,1,1,1,2,1,1,1,1]",2,24,7
98,0.963478261,0.820358276,6,4,1,5,1,0,4,18264.4,18,6,high,"[2,1,1,1,1,1]",2,24,7
98,0.975776398,0.808344841,4,4,0,4,1,0,6,11388.4,21,7,high,"[1,1,1,1]",2,24,7
79,1,1,16,10,13,3,1,0,7,44203.6,3,1,high,"[2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2]",2,22,7
79,1,1,17,9,13,4,1,0,3,42280.8,10,2,high,"[2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2]",2,22,7
79,0.997391304,0.9921875,18,6,12,6,1,0,9,50235,11,3,high,"[2,2,1,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2]",2,22,7
79,1,1,20,6,7,13,1,0,8,57227.4,12,4,high,"[1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,1,2,1,1]",2,22,7
79,1,1,20,6,7,13,1,0,101,51060.6,16,5,high,"[2,1,1,1,1,2,2,1,1,2,1,2,1,1,1,2,1,2,1,1]",2,22,7
79,1,1,16,10,3,13,1,0,6,41499.5,18,6,high,"[1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1]",2,22,7
79,1,1,15,11,2,13,1,0,4,35440.7,21,7,high,"[2,1,1,1,2,1,1,1,1,1,1,1,1,1,1]",2,22,7
115,0.951578947,0.833847046,8,4,2,6,1,0,8,68613.5,2,1,high,"[2,1,1,2,1,1,1,1]",1,31,6
115,0.997583793,0.971313477,11,7,9,2,1,0,3,46319,5,2,high,"[2,2,1,2,2,1,2,2,2,2,2]",1,31,6
115,0.963478261,0.820358276,6,4,5,1,1,0,7,29467.6,9,3,high,"[2,2,2,2,1,2]",1,31,6
115,0.963478261,0.820358276,6,4,5,1,1,0,9,24088,10,4,high,"[2,2,2,2,1,2]",1,31,6
115,0.979297348,0.894943237,9,5,2,7,1,0,6,35796.9,11,5,high,"[1,1,1,2,1,2,1,1,1]",1,31,6
115,0.984897025,0.881057739,7,5,1,6,1,0,4,26598,16,6,high,"[2,1,1,1,1,1,1]",1,31,6
115,0.984897025,0.881057739,7,5,1,6,1,0,101,27277.6,21,7,high,"[1,2,1,1,1,1,1]",1,31,6
71,0.875652174,0.661180258,2,2,0,2,1,0,4,7827.5,2,1,high,"[1,1]",1,24,7
71,0.944649347,0.88671875,14,4,5,9,1,0,101,44048.4,11,2,high,"[1,2,2,1,1,2,1,1,1,2,1,2,1,1]",1,24,7
71,0.976410015,0.927001953,13,5,4,9,1,0,8,41036.6,12,3,high,"[1,2,1,2,1,2,1,2,1,1,1,1,1]",1,24,7
71,0.944649347,0.849121094,10,4,3,7,1,0,6,29037.2,14,4,high,"[1,1,2,1,1,1,2,2,1,1]",1,24,7
71,1,1,22,6,14,8,1,0,9,67034.5,18,5,high,"[2,2,1,2,1,1,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2]",1,24,7
71,0.919875776,0.748277664,5,3,4,1,1,0,7,16516.8,19,6,high,"[2,2,2,2,1]",1,24,7
71,0.984897025,0.881057739,7,5,6,1,1,0,3,22853.3,21,7,high,"[2,1,2,2,2,2,2]",1,24,7
128,0.992290349,0.967285156,14,6,4,10,1,0,101,32997.1,5,1,high,"[1,1,1,2,1,2,1,1,2,1,2,1,1,1]",1,29,6
128,0.785846009,0.696380615,10,2,6,4,1,0,7,23878.9,6,2,high,"[2,2,1,2,2,2,1,2,1,1]",1,29,6
128,0.979297348,0.9453125,15,5,5,10,1,0,6,34796.7,8,3,high,"[1,1,1,2,1,1,1,1,1,2,1,2,2,1,2]",1,29,6
128,0.997391304,0.9921875,18,6,12,6,1,0,9,44071.2,11,4,high,"[2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2]",1,29,6
128,0.997583793,0.971313477,11,7,2,9,1,0,4,26197.5,14,5,high,"[2,1,1,1,1,1,1,1,1,2,1]",1,29,6
128,0.999176201,0.99609375,17,7,5,12,1,0,8,43090.3,16,6,high,"[1,2,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1]",1,29,6
128,0.999508682,0.994140625,14,8,11,3,1,0,3,31977.5,21,7,high,"[2,2,2,2,2,1,2,2,1,2,1,2,2,2]",1,29,6
114,1,1,18,8,5,13,1,0,8,86045.6,1,1,high,"[1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1]",1,30,7
114,1,1,19,7,6,13,1,0,101,67980.9,3,2,high,"[2,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,2,1]",1,30,7
114,1,1,15,11,2,13,1,0,4,45606.9,5,3,high,"[2,1,1,1,2,1,1,1,1,1,1,1,1,1,1]",1,30,7
114,1,1,16,10,3,13,1,0,6,46947,6,4,high,"[1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1]",1,30,7
114,1,1,17,9,13,4,1,0,3,50825.7,13,5,high,"[2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2]",1,30,7
